brand_name,calcium_perc,calories,carb_g,cholesterol_mg,fat_g,fiber_g,iron_perc,item_desc,item_name,potassium_mg,protein_g,saturated_fat_g,serving_size,sodium_mg,sugar_g,trans_fat_g,vit_a_perc,vit_c_perc,brand_label,category
5 & Diner®,5%,249.56,32.6g,37.5mg,7.5g,0g,4%,not found,"Chocolate Milk, 12 fl oz",not found,15g,4.5g,12 fl oz,233.18mg,29.87g,0g,0%,10%,5 & Diner,restaurant
5 & Diner®,70%,332.75,43.46g,50mg,10g,0g,1%,not found,"Chocolate Milk, 16 fl oz",not found,20g,6g,16 fl oz,310.91mg,39.82g,0g,20%,8%,5 & Diner,restaurant
5 & Diner®,47%,1249.63,84.46g,569.69mg,78.77g,15.65g,46%,spicy Mexican sausage with eggs,Chorizo Con Huevos,not found,54.79g,29.21g,1 order,2518.29mg,7.38g,2.26g,72%,67%,5 & Diner,restaurant
5 & Diner®,6%,323.75,6.57g,17.56mg,33.02g,0.2g,0%,not found,Cilantro Ranch Dressing,not found,2.34g,6.19g,3 fl oz,785.05mg,5.43g,0g,4%,1%,5 & Diner,restaurant
5 & Diner®,10%,760,113g,0mg,31g,3g,25%,not found,Cinnamon Roll,not found,10g,6g,1 cinnamon roll,510mg,57g,0g,15%,2%,5 & Diner,restaurant
5 & Diner®,17%,599.91,70.89g,229.7mg,15.12g,3.65g,32%,not found,Coconut Shrimp,not found,41.41g,5.3g,1 order,1550.26mg,7.23g,0g,18%,10%,5 & Diner,restaurant
5 & Diner®,11%,361.22,26.52g,60mg,17.71g,1.08g,11%,deep-fried cod served on a bed of lettuce with special tartar sauce,Cod Fish,not found,21.75g,4.53g,1 order,939.28mg,1.5g,1.01g,9%,4%,5 & Diner,restaurant
5 & Diner®,0%,0,0g,0mg,0g,0g,0%,not found,Coffee,not found,0g,0g,8 fl oz,0mg,0g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,10%,237,43g,35mg,7g,0g,0%,not found,Coke Float,not found,3g,4.5g,1 float,88mg,40g,0g,4%,0%,5 & Diner,restaurant
5 & Diner®,0%,194,54g,0mg,0g,0g,0%,not found,"Coke, 16 fl oz",not found,0g,0g,16 fl oz,66mg,54g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,0%,266.75,74.25g,0mg,0g,0g,0%,not found,"Coke, 22 fl oz",not found,0g,0g,22 fl oz,90.75mg,74.25g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,0%,91.03,19.03g,0mg,0.82g,3.31g,83%,not found,"Cold Cereal, Bran Flakes",not found,2.48g,0g,1 order,173.79mg,4.96g,0g,12%,83%,5 & Diner,restaurant
5 & Diner®,0%,88.67,21.28g,0mg,0g,0.88g,40%,not found,"Cold Cereal, Corn Flakes",not found,1.77g,0g,1 order,177.34mg,1.77g,0g,9%,9%,5 & Diner,restaurant
5 & Diner®,0%,93.1,21.72g,0mg,0.77g,0.77g,19%,not found,"Cold Cereal, Froot Loops",not found,0.77g,0.38g,1 order,116.38mg,11.63g,0g,8%,19%,5 & Diner,restaurant
5 & Diner®,0%,96.1,22.42g,0mg,0g,0.8g,20%,not found,"Cold Cereal, Frosted Flakes",not found,0.8g,0g,1 order,120.13mg,9.61g,0g,8%,8%,5 & Diner,restaurant
5 & Diner®,0%,84.16,20.19g,0mg,0.42g,2.52g,38%,not found,"Cold Cereal, Frosted Mini Wheats",not found,2.52g,0g,1 order,2.1mg,5.04g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,0%,89,21.08g,0mg,0.46g,1.87g,12%,not found,"Cold Cereal, Raisin Bran",not found,1.4g,0g,1 order,98.37mg,9.36g,0g,5%,0%,5 & Diner,restaurant
5 & Diner®,0%,90.28,21.81g,0mg,0g,0g,38%,not found,"Cold Cereal, Rice Krispies",not found,1.5g,0g,1 order,240.75mg,2.25g,0g,8%,8%,5 & Diner,restaurant
5 & Diner®,0%,88.09,17.61g,0mg,0g,0.8g,36%,not found,"Cold Cereal, Special K",not found,5.6g,0g,1 order,176.19mg,3.2g,0g,12%,28%,5 & Diner,restaurant
5 & Diner®,0%,0,0g,0mg,0g,0g,0%,not found,Coleslaw,not found,0g,0g,1 order,0mg,0g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,110%,902.64,14.74g,984.49mg,76.31g,0.06g,18%,"with ham, Swiss cheese, sour cream and Hollandaise sauce",Cordon Bleu Omelette,not found,41.81g,34.65g,1 omelette,1138.74mg,11.04g,2.02g,55%,7%,5 & Diner,restaurant
5 & Diner®,36%,1034.98,65.34g,569.9mg,69.64g,6.63g,26%,"diced ham, mushrooms, onions and country potatoes topped with Swiss cheese and Hollandaise sauce",Cordon Bleu Skillet,not found,41.25g,31.66g,1 order,1572.67mg,10.93g,5.33g,41%,34%,5 & Diner,restaurant
5 & Diner®,0%,77,17.12g,0mg,1.06g,2.4g,3%,not found,Corn on the Cob,not found,2.9g,0.16g,1 medium ear,14mg,2.9g,0g,0%,10%,5 & Diner,restaurant
5 & Diner®,8%,446.03,15.21g,517.14mg,31.46g,2.46g,19%,not found,Corned Beef Hash and Egg Combo,not found,24.46g,10.03g,1 order,941.69mg,1.88g,1.01g,11%,0%,5 & Diner,restaurant
5 & Diner®,10%,120,5g,15mg,5g,0g,0%,not found,Cottage Cheese,not found,13g,3g,1 order,400mg,4g,0g,4%,2%,5 & Diner,restaurant
5 & Diner®,12%,939.65,89.3g,427.4mg,52.07g,1.8g,32%,not found,Country Breakfast,not found,29.26g,13.79g,1 order,2920.85mg,12.46g,13.89g,10%,0%,5 & Diner,restaurant
5 & Diner®,91%,880.24,11.63g,975.31mg,75.19g,0.25g,17%,"with crab, onions, cream cheese and Hollandaise sauce",Crab Omelette,not found,37.71g,33.2g,1 omelette,518.33mg,9.88g,2.02g,55%,6%,5 & Diner,restaurant
5 & Diner®,0%,165,42g,0mg,0g,0g,0%,not found,"Cranberry Juice Cocktail, 12 fl oz",not found,0g,0g,12 fl oz,0mg,33g,0g,6%,0%,5 & Diner,restaurant
5 & Diner®,0%,220,56g,0mg,0g,0g,0%,not found,"Cranberry Juice Cocktail, 16 fl oz",not found,0g,0g,16 fl oz,0mg,44g,0g,400%,0%,5 & Diner,restaurant
5 & Diner®,0%,101.33,1.01g,30.4mg,10.13g,0g,0%,not found,Cream Cheese,not found,2.02g,6.08g,1 order,91.2mg,1.01g,0g,6%,0%,5 & Diner,restaurant
5 & Diner®,2%,112.5,10.5g,9.38mg,6g,1.13g,8%,not found,"Cream of Broccoli Soup, 6 fl oz",not found,4.88g,1.88g,6 fl oz,622.5mg,5.63g,0g,0%,53%,5 & Diner,restaurant
5 & Diner®,21%,150,14g,12.5mg,8g,1.5g,2%,not found,"Cream of Broccoli Soup, 8 fl oz",not found,6.5g,2.5g,8 fl oz,830mg,7.5g,0g,13%,42%,5 & Diner,restaurant
5 & Diner®,10%,252,46g,35mg,7g,0g,0%,not found,Cream Soda Float,not found,3g,4.5g,1 float,99mg,43g,0g,4%,0%,5 & Diner,restaurant
5 & Diner®,0%,390,18g,0mg,36g,0g,0%,not found,Creamy French Dressing,not found,0g,4.5g,3 fl oz,810mg,18g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,97%,588.29,12.33g,890.81mg,46.57g,0.9g,18%,"with onions, green peppers, ham, cheddar cheese and sour cream",Denver Omelette,not found,34.77g,15.46g,1 omelette,801.65mg,7.74g,2.02g,34%,45%,5 & Diner,restaurant
5 & Diner®,0%,2,0.2g,0mg,0g,0g,0%,not found,"Diet Coke, 16 fl oz",not found,0g,0g,16 fl oz,56mg,0g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,0%,2.75,0.27g,0mg,0g,0g,0%,not found,"Diet Coke, 22 fl oz",not found,0g,0g,22 fl oz,77mg,0g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,83%,850.04,9.83g,441.3mg,53.99g,3.12g,17%,"Swiss and American cheeses, blue cheese, bacon, chicken, tomatoes and egg on a bed of salad greens",Diner Cobb Salad,not found,76.38g,27.59g,1 salad,1693.56mg,5.05g,0g,119%,44%,5 & Diner,restaurant
5 & Diner®,4%,423.84,22g,55mg,29.59g,1g,14%,not found,Diner Dog,not found,16g,10.01g,1 sandwich,1070mg,5g,1.01g,2%,0%,5 & Diner,restaurant
5 & Diner®,51%,708,9.1g,802.41mg,59.14g,1.08g,19%,not found,Diner Omelette,not found,37.87g,21.31g,1 omelette,749.59mg,4.02g,2.02g,37%,15%,5 & Diner,restaurant
5 & Diner®,12%,500.2,55.78g,81.21mg,28.9g,4.74g,5%,not found,Diner Waffle,not found,5.93g,17.21g,1 order,1154.06mg,13.05g,0g,20%,0%,5 & Diner,restaurant
5 & Diner®,44%,313.2,18.34g,60.8mg,20.53g,2.05g,8%,"a bed of greens (with your choice of dressing, listed separately)",Dinner Salad,not found,17.7g,10.15g,1 salad,560.67mg,3.23g,0g,67%,24%,5 & Diner,restaurant
5 & Diner®,3%,672.21,20.49g,182.41mg,36.48g,0g,18%,not found,Double Cut BBQ Pork Chop Dinner,not found,63.84g,15.2g,1 order,1523.45mg,18.91g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,18%,210.51,42.87g,12.5mg,2.5g,0g,12%,not found,"Egg Cream, Chocolate flavored",not found,5g,1.5g,1 egg cream,191.41mg,6.5g,0g,5%,2%,5 & Diner,restaurant
5 & Diner®,18%,205,44.5g,12.5mg,2.5g,0g,0%,not found,"Egg Cream, Vanilla flavored",not found,5g,1.5g,1 egg cream,85mg,44.5g,0g,5%,2%,5 & Diner,restaurant
5 & Diner®,22%,701.73,36.44g,562.57mg,45.45g,1.35g,23%,"two poached eggs on top of sliced ham and an English muffin, covered in creamy Hollandaise sauce",Eggs Benedict,not found,35.86g,24.12g,1 order,1864.89mg,10.01g,0g,40%,35%,5 & Diner,restaurant
5 & Diner®,44%,1352.68,75.24g,751.81mg,97.74g,6.3g,41%,not found,Eggs Maximilian with Chorizo,not found,47.11g,27.58g,1 order,2033.99mg,6.98g,5.04g,83%,132%,5 & Diner,restaurant
5 & Diner®,14%,672.21,77.55g,109.72mg,12.5g,1.08g,27%,"battered cod served with French fries, corn on the cob and a buttermilk biscuit",Fish and Chips,not found,56.2g,1.09g,1 order,1904.2mg,0.94g,0g,13%,6%,5 & Diner,restaurant
5 & Diner®,73%,820.59,56.91g,164.34mg,37.93g,5.16g,17%,not found,Fish Tacos,not found,57.94g,15.92g,1 order,1458.57mg,4.01g,0g,29%,17%,5 & Diner,restaurant
5 & Diner®,10%,473.84,56g,50mg,15.09g,3g,27%,"tender slices of roast beef served on a hoagie roll, with au jus",French Dip,not found,29g,5.01g,1 sandwich,1850mg,4g,1.01g,0%,0%,5 & Diner,restaurant
5 & Diner®,0%,648.83,92.21g,0mg,32.2g,8.01g,16%,not found,French Fries,not found,8.01g,5.01g,1 order,1389.71mg,0.04g,6g,4%,40%,5 & Diner,restaurant
5 & Diner®,6%,661.26,17.84g,157.99mg,38.73g,2.73g,31%,not found,French Onion Steak Dinner,not found,56.54g,13.89g,1 order,2406.28mg,2.6g,0g,21%,9%,5 & Diner,restaurant
5 & Diner®,27%,665.27,91.09g,362.4mg,24.05g,6.16g,33%,not found,French Toast,not found,23.69g,4.28g,1 order,854.9mg,33.48g,1.01g,9%,1%,5 & Diner,restaurant
5 & Diner®,29%,739.3,91.48g,574.4mg,29.02g,6.16g,38%,not found,French Toast Combo,not found,29.98g,5.83g,1 order,924.87mg,33.87g,1.01g,14%,1%,5 & Diner,restaurant
5 & Diner®,12%,683.9,74.71g,60mg,39.41g,2.27g,14%,not found,Fresh Baked Brownie Sundae,not found,14.08g,11.82g,1 order,228.09mg,40.79g,0g,4%,0%,5 & Diner,restaurant
5 & Diner®,18%,390.71,21.43g,162.14mg,21.73g,3.78g,2%,not found,Fried Chicken Dinner,not found,30.47g,6.76g,1 order,1630.7mg,1.5g,0g,9%,4%,5 & Diner,restaurant
5 & Diner®,32%,1014.82,58.18g,195.22mg,63.4g,3.5g,42%,Diner Burger served on a toasted bun smothered with sauteed mushrooms,Garlic Mushroom Burger,not found,53.38g,28.31g,1 sandwich,686.4mg,12.13g,2.44g,23%,18%,5 & Diner,restaurant
5 & Diner®,0%,210,6g,0mg,21g,0g,0%,not found,Golden Italian Dressing,not found,0g,3g,3 fl oz,930mg,6g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,10%,739.7,54.97g,199.92mg,52.97g,0.99g,6%,not found,Gourmet Cheesecake,not found,9.99g,29.98g,1 order,669.73mg,29.98g,3.49g,15%,0%,5 & Diner,restaurant
5 & Diner®,11%,797.85,68.81g,200mg,53.72g,4.07g,7%,not found,"Gourmet Cheesecake, Blueberry Topping",not found,10.47g,30.05g,1 order,671.47mg,39.59g,3.5g,16%,5%,5 & Diner,restaurant
5 & Diner®,10%,885.52,91.37g,200mg,53g,1g,18%,not found,"Gourmet Cheesecake, Chocolate Topping",not found,10g,30g,1 order,786.42mg,30g,3.5g,15%,0%,5 & Diner,restaurant
5 & Diner®,12%,861.61,85.8g,200mg,53g,2.62g,8%,not found,"Gourmet Cheesecake, Strawberry Topping",not found,10g,30g,1 order,670.01mg,58.37g,3.5g,15%,65%,5 & Diner,restaurant
5 & Diner®,10%,1033.11,130.43g,180mg,53g,7g,57%,not found,Gourmet Chocolate Cake,not found,12g,29g,1 order,526.48mg,56.94g,0g,25%,4%,5 & Diner,restaurant
5 & Diner®,20%,1173.11,146.43g,215mg,60g,7g,57%,chocolate cake with a scoop of vanilla ice cream,Gourmet Chocolate Cake a la Mode,not found,15g,33.5g,1 order,581.48mg,69.94g,0g,29%,4%,5 & Diner,restaurant
5 & Diner®,4%,760.01,82g,115mg,46g,3g,10%,not found,Grandmas Carrot Cake,not found,7g,17g,1 order,470mg,53g,0.5g,50%,2%,5 & Diner,restaurant
5 & Diner®,0%,152.72,37.09g,0mg,0g,0g,0%,not found,"Grapefruit Juice, 12 fl oz",not found,0g,0g,12 fl oz,54.54mg,37.09g,0g,0%,364%,5 & Diner,restaurant
5 & Diner®,0%,203.63,49.45g,0mg,0g,0g,0%,not found,"Grapefruit Juice, 16 fl oz",not found,0g,0g,16 fl oz,72.72mg,49.45g,0g,0%,291%,5 & Diner,restaurant
5 & Diner®,2%,658.02,8.25g,163.16mg,45.46g,0.36g,39%,"10 oz top sirloin charbroiled and topped with green pepeprcorn sauce and onion straws, served with rosemary red skin potatoes, steamed veggies and garlic toast",Green Peppercorn Steak,not found,50.89g,16.67g,1 order,1531.73mg,1.66g,0.72g,0%,2%,5 & Diner,restaurant
5 & Diner®,22%,283.84,19g,40mg,18.09g,1g,6%,not found,Grilled Cheese,not found,9g,7.01g,1 sandwich,770mg,2g,1.01g,8%,0%,5 & Diner,restaurant
5 & Diner®,12%,328.03,12.07g,310.74mg,8.32g,5.09g,20%,"seasoned chicken on a bed of salad, celery sticks, tomatoes, cucumbers, alfalfa sprouts and a hard-boiled egg",Grilled Chicken Breast Salad,not found,50.45g,2.31g,1 salad,226.12mg,6.07g,0g,100%,54%,5 & Diner,restaurant
5 & Diner®,22%,405.44,25.08g,90.66mg,22.14g,1g,10%,not found,Grilled Ham and Cheese Sandwich,not found,25.21g,9.03g,1 sandwich,2188.75mg,6.05g,1.01g,8%,0%,5 & Diner,restaurant
5 & Diner®,7%,817.21,17.04g,201.46mg,59.36g,1.19g,33%,100% ground beef served hot and juicy covered with a rich mushroom gravy,Ground Round Steak,not found,53.32g,21.79g,1 order,928.87mg,5.75g,3.49g,0%,8%,5 & Diner,restaurant
5 & Diner®,13%,1377.72,43.99g,302.36mg,96.86g,2.09g,50%,100% ground beef served hot and juicy covered with a rich mushroom gravy,Ground Round Steak Stack,not found,77.58g,34.55g,1 order,1794.01mg,7.27g,4.88g,3%,28%,5 & Diner,restaurant
5 & Diner®,35%,1061.58,64.61g,174.02mg,65.04g,3.96g,38%,"ground beef patty topped with Swiss cheese, bacon, guacamole and seasoned mayo on a toasted sesame seed bun",Guacamole Burger,not found,51.16g,24.2g,1 sandwich,1017.33mg,12.05g,2.44g,21%,13%,5 & Diner,restaurant
5 & Diner®,96%,616.46,11.11g,917.56mg,45.8g,0.02g,20%,"with ham, cheddar cheese and sour cream",Ham and Cheese Omelette,not found,45.66g,14.35g,1 omelette,1830.5mg,8.05g,2.02g,29%,1%,5 & Diner,restaurant
5 & Diner®,5%,303.04,5.34g,462mg,20.07g,0g,13%,not found,Ham and Egg Combo,not found,24.74g,5.63g,1 order,1204.06mg,3.82g,1.01g,10%,0%,5 & Diner,restaurant
5 & Diner®,9%,470.85,5.88g,759.86mg,34.14g,0g,20%,not found,Ham Omelette,not found,33.57g,8.81g,1 omelette,1302.41mg,4.36g,2.02g,17%,0%,5 & Diner,restaurant
5 & Diner®,8%,595.98,0.78g,531.37mg,47.27g,0g,27%,not found,Hamburger Patty and Egg Combo,not found,38.54g,15.71g,1 order,241.32mg,0.78g,2.87g,10%,0%,5 & Diner,restaurant
5 & Diner®,0%,453.33,5.33g,133.33mg,34.66g,0g,11%,not found,Hickory Smoked Ham,not found,32g,10.66g,1 order,2533.33mg,5.33g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,6%,526.2,70.6g,3.4mg,21.6g,1.8g,22%,not found,Homemade Biscuits (2),not found,12.2g,5.2g,1 order,1790.2mg,7.2g,8.4g,0%,0%,5 & Diner,restaurant
5 & Diner®,6%,135,30g,0mg,0g,0g,0%,not found,Honey Dijon Dressing,not found,3g,0g,3 fl oz,840mg,18g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,4%,120,23g,0mg,2.5g,1g,6%,not found,Hot Chocolate,not found,1g,2g,8 fl oz,170mg,17g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,29%,576.65,39.04g,101mg,25.21g,2g,30%,slices of juicy hot pastrami topped with monterey jack cheese served on thick sliced rye bread,Hot Pastrami Sandwich,not found,41.4g,8.05g,1 sandwich,2212.5mg,2g,1.01g,4%,0%,5 & Diner,restaurant
5 & Diner®,0%,0,0g,0mg,0g,0g,0%,not found,Hot Tea,not found,0g,0g,8 fl oz,0mg,0g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,9%,865.04,1.17g,714mg,80g,0g,19%,"three large eggs, two strips of bacon, two sausage links, potatoes and toast or biscuits",Hungry Man Breakfast,not found,31.07g,25.86g,1 order,809.2mg,1.17g,1.01g,16%,1%,5 & Diner,restaurant
5 & Diner®,10%,285.51,52.37g,35mg,7g,0g,12%,not found,"Ice Cream Soda, Chocolate flavored",not found,3g,4.5g,1 soda,171.41mg,13g,0g,4%,0%,5 & Diner,restaurant
5 & Diner®,10%,280,54g,35mg,7g,0g,0%,not found,"Ice Cream Soda, Vanilla flavored",not found,3g,4.5g,1 soda,65mg,51g,0g,4%,0%,5 & Diner,restaurant
5 & Diner®,22%,801.05,107.89g,70mg,35.41g,2.27g,5%,not found,"Ice Cream Sundae, Butterscotch",not found,15.08g,13.82g,1 sundae,322.51mg,77.46g,0g,8%,0%,5 & Diner,restaurant
5 & Diner®,22%,749.41,98.09g,70mg,35.41g,2.27g,22%,not found,"Ice Cream Sundae, Chocolate",not found,15.08g,13.82g,1 sundae,289.5mg,31.79g,0g,8%,0%,5 & Diner,restaurant
5 & Diner®,30%,828.09,91.04g,70mg,47.28g,2.27g,8%,not found,"Ice Cream Sundae, Hot Fudge",not found,17.05g,15.79g,1 order,273.26mg,65.44g,3.95g,8%,0%,5 & Diner,restaurant
5 & Diner®,23%,622.35,66.63g,70mg,35.41g,3.48g,6%,not found,"Ice Cream Sundae, Strawberry",not found,15.08g,13.82g,1 sundae,114.89mg,53.07g,0g,8%,49%,5 & Diner,restaurant
5 & Diner®,8%,140,17g,20mg,8g,1g,2%,not found,"Ice Cream, Chocolate",not found,3g,4.5g,1 order,30mg,16g,0g,4%,0%,5 & Diner,restaurant
5 & Diner®,8%,120,15g,15mg,6g,0g,0%,not found,"Ice Cream, Strawberry",not found,2g,3.5g,1 order,30mg,15g,0g,4%,10%,5 & Diner,restaurant
5 & Diner®,10%,140,16g,35mg,7g,0g,0%,not found,"Ice Cream, Vanilla",not found,3g,4.5g,1 order,55mg,13g,0g,4%,0%,5 & Diner,restaurant
5 & Diner®,0%,0,0g,0mg,0g,0g,0%,not found,"Iced Tea, 16 fl oz",not found,0g,0g,16 fl oz,0mg,0g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,0%,0,0g,0mg,0g,0g,0%,not found,"Iced Tea, 22 fl oz",not found,0g,0g,22 fl oz,0mg,0g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,20%,100,19g,0mg,2g,3g,45%,not found,Instant Oatmeal,not found,4g,0g,1 order,83.75mg,0g,0g,20%,0%,5 & Diner,restaurant
5 & Diner®,0%,71.25,9g,7.5mg,2.25g,0.38g,13%,not found,"Italian Style Wedding Soup, 6 fl oz",not found,3.38g,0.94g,6 fl oz,575.63mg,0.75g,0g,0%,5%,5 & Diner,restaurant
5 & Diner®,4%,95,12g,10mg,3g,0.5g,3%,not found,"Italian Style Wedding Soup, 8 fl oz",not found,4.5g,1.25g,8 fl oz,767.5mg,1g,0g,20%,4%,5 & Diner,restaurant
5 & Diner®,17%,303.1,36.85g,12.85mg,13.67g,2.57g,3%,not found,Jalapeno Poppers,not found,8.57g,5.5g,1 order,1165.71mg,3.42g,0.85g,5%,2%,5 & Diner,restaurant
5 & Diner®,32%,1186.44,60.68g,588.75mg,77.95g,8.02g,54%,"charbroiled ground beef, mushrooms, onions, spinach and country potatoes topped with parmesan cheese and sour cream",Joe's Special Skillet,not found,62.12g,27.47g,1 order,802.5mg,5.29g,7.77g,122%,60%,5 & Diner,restaurant
5 & Diner®,28%,533.84,38g,90mg,24.09g,2g,24%,"tender slices of roast beef, grilled with American cheese and green chili, served on grilled rye bread",La Bamba Melt,not found,32g,10.01g,1 sandwich,2340mg,2g,1.01g,8%,15%,5 & Diner,restaurant
5 & Diner®,0%,194,52g,0mg,0g,0g,0%,not found,"Lemonade, 16 fl oz",not found,0g,0g,16 fl oz,82mg,52g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,0%,266.75,71.5g,0mg,0g,0g,0%,not found,"Lemonade, 22 fl oz",not found,0g,0g,22 fl oz,112.75mg,71.5g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,7%,945.34,0.78g,521.5mg,90.53g,0g,16%,not found,Link Sausage and Eggs Combo,not found,27.58g,29.61g,1 order,845mg,0.78g,1.01g,11%,1%,5 & Diner,restaurant
5 & Diner®,28%,1015.73,60.76g,77.21mg,76.41g,6.84g,19%,not found,Loaded Baked Potato,not found,19.75g,26.4g,1 baked potato,897.11mg,5.21g,10.13g,79%,90%,5 & Diner,restaurant
5 & Diner®,51%,616.42,54.79g,51.36mg,32.53g,3.42g,7%,served hot and cheesey,Macaroni and Cheese Dinner,not found,25.68g,11.98g,1 order,2260.21mg,15.41g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,44%,765.72,118.16g,92.88mg,24.46g,0g,12%,not found,"Malt, Black and White flavored",not found,15.15g,15.8g,1 malt,560.22mg,62.18g,0g,12%,2%,5 & Diner,restaurant
5 & Diner®,44%,800.14,124.69g,92.88mg,24.46g,0g,0%,not found,"Malt, Butterscotch flavored",not found,15.15g,15.8g,1 malt,582.22mg,92.63g,0g,12%,2%,5 & Diner,restaurant
5 & Diner®,49%,652.71,87.04g,69.13mg,27.71g,2g,4%,not found,"Malt, Chocolate flavored",not found,17.65g,16.55g,1 malt,431.31mg,71.43g,0g,14%,3%,5 & Diner,restaurant
5 & Diner®,31%,644.21,95.1g,83.51mg,22.59g,0g,6%,not found,"Malt, Mocha flavored",not found,11.4g,14.68g,1 malt,445.76mg,57.31g,0g,8%,0%,5 & Diner,restaurant
5 & Diner®,53%,1199.19,164.91g,99.13mg,46.72g,4.2g,34%,not found,"Malt, Oreo Cookie flavored",not found,21.85g,22.85g,1 malt,1111.86mg,111.67g,0g,14%,3%,5 & Diner,restaurant
5 & Diner®,38%,1381.81,131.21g,83.51mg,79.71g,10.01g,9%,not found,"Malt, Peanut Butter Banana flavored",not found,33.91g,27.21g,1 malt,849.48mg,85.36g,0g,8%,16%,5 & Diner,restaurant
5 & Diner®,21%,494.21,86.53g,48.51mg,12.4g,0g,0%,not found,"Malt, Root Beer flavored",not found,8.4g,7.2g,1 malt,373.23mg,70.02g,0g,4%,0%,5 & Diner,restaurant
5 & Diner®,49%,612.71,83.04g,59.13mg,23.71g,0g,0%,not found,"Malt, Strawberry flavored",not found,15.65g,14.55g,1 malt,431.31mg,69.43g,0g,14%,23%,5 & Diner,restaurant
5 & Diner®,53%,652.71,85.04g,99.13mg,25.71g,0g,0%,not found,"Malt, Vanilla flavored",not found,17.65g,16.55g,1 malt,481.31mg,65.43g,0g,14%,3%,5 & Diner,restaurant
5 & Diner®,0%,220,55g,0mg,0g,0g,0%,not found,Maple Syrup,not found,0g,0g,2 fl oz,65mg,55g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,0%,60,10g,0mg,1.5g,3g,4%,not found,Marinara Sauce,not found,2g,0g,4 fl oz,450mg,6g,0g,10%,20%,5 & Diner,restaurant
5 & Diner®,3%,129.71,17.02g,8.1mg,4.86g,0.81g,3%,not found,Mashed Potatoes,not found,2.43g,1.21g,1 order,470.21mg,1.62g,0g,2%,16%,5 & Diner,restaurant
5 & Diner®,3%,159.26,21.74g,8.1mg,6.04g,0.81g,3%,not found,Mashed Potatoes with Gravy,not found,3.61g,1.21g,1 order,837.97mg,2.8g,0g,2%,16%,5 & Diner,restaurant
5 & Diner®,0%,100,1g,5mg,11g,0g,0%,not found,Mayonnaise,not found,0g,2g,1 tbsp,75mg,1g,0g,0%,0%,5 & Diner,restaurant
5 & Diner®,11%,609.98,64.25g,127.2mg,27.99g,2.86g,28%,"homemade meat loaf served with vegetable, creamy mashed potatoes and covered with rich brown gravy",Meat Loaf Sandwich,not found,28.45g,8.79g,1 sandwich,1472.21mg,23.98g,1.32g,19%,5%,5 & Diner,restaurant
5 & Diner®,16%,832.18,53.96g,497.8mg,54.98g,5.72g,24%,"sliced bacon, ham, sausage, onions and country potatoes topped with cheddar cheese and sour cream",Meat Lovers Skillet,not found,32.14g,20.21g,1 order,1149.92mg,3.55g,4g,19%,31%,5 & Diner,restaurant
5 & Diner®,86%,495.01,9.57g,859.62mg,39.98g,0.91g,18%,"with artichoke hearts, tomatoes, onions, feta cheese and sour cream",Mediterranean Omelette,not found,26.81g,12.05g,1 omelette,469.5mg,6.72g,2.02g,35%,15%,5 & Diner,restaurant
5 & Diner®,11%,613.09,54.36g,443.62mg,35.78g,6.21g,23%,"marinated artichoke hearts, tomatoes, onions and feta cheese mixed with country potatoes, topped with sour cream and diced tomatoes",Mediterranean Skillet,not found,20.7g,11.13g,1 order,577.32mg,3.45g,5.33g,20%,36%,5 & Diner,restaurant
5 & Diner®,14%,486.24,3.6g,762.39mg,33.93g,0.48g,30%,not found,Mexican Machaca Omelette,not found,40.6g,8.64g,1 omelette,759.43mg,1.66g,2.02g,18%,10%,5 & Diner,restaurant
5 & Diner®,52%,819.13,87.19g,85.62mg,44.77g,7.05g,17%,not found,"Milk Shake, Almond Coconut flavored",not found,19.75g,21.87g,1 milkshake,282.18mg,51.33g,0g,14%,3%,5 & Diner,restaurant
5 & Diner®,33%,522.51,77.63g,79.37mg,19.06g,0g,12%,not found,"Milk Shake, Black and White flavored",not found,9.75g,13.1g,1 milkshake,289.99mg,35.16g,0g,12%,2%,5 & Diner,restaurant
5 & Diner®,42%,507.07,55.58g,91.87mg,25.87g,0.28g,2%,not found,"Milk Shake, Brownie flavored",not found,13.58g,15.71g,1 milkshake,277.11mg,44.81g,0g,14%,3%,5 & Diner,restaurant
